ReviewID,Platform,ProductName,Category,State,Rating,ReviewText,Sentiment
REV000738,Konga.com,Lipstick,Baby & Kids,Rivers,5,Product is exactly as described. This one na original no be china fake,Pos
REV000739,konga ng,LED bulb,Baby & Kids,Rivers,4,I swear this product na the best,1
REV000740,Konga.com,Yoga mat,Baby & Kids,Sokoto,2,<p>This is not what I ordered. Dem send me reject product I no happy at all</p>,neg
REV000741,jumia nigeria,Electric kettle,Home & Kitchen,Delta,1,Never buying from this seller again. Product spoil after two days use na wa,Bad
REV000742,konga,Screen protector,Home & Kitchen,Plateau,4,Excellent quality product. Thank you so much,👍
REV000743,jiji nigeria,Baby clothes,Beauty,Enugu,4,Wahala free delivery fast product correct,POSITIVE
REV000744,konga ng,Running shoes,Phones & Tablets,Sokoto,5,Best thing I have ordered on this platform. Five stars all the way,Pos
REV000745,konga,Electric fan,Home & Kitchen,Abuja,5,Na real quality product this one be,POSITIVE
REV000746,Jumia.com,Thermometer,Sports,Plateau,5,Packaging was neat and delivery was fast. very durable and strong. Keep up the good work,Good
REV000747,konga ng,Ankara fabric,Books & Stationery,Niger,1,Never buying from this seller again. Very angry and disappointed,Bad
REV000748,JUMIA,Sandals,Electronics,Rivers,5,<p>This product sabi work I dey use am every day</p>,POSITIVE
REV000749,jumia nigeria,Bluetooth speaker,Fashion,Delta,5,Great value for money. This product sabi work I dey use am every day,pos
REV000750,Konga,Bluetooth speaker,Health,Bauchi,2,I go report this matter the product na rubbish,NEGATIVE
REV000751,jumia,Running shoes,Beauty,Rivers,3,Very dissatisfied with this item. very flimsy and cheap material. Wasted my money completely,👎
REV000752,konga,Phone stand,Computers,Enugu,5,Quality is top notch. Best decision I made this month,👍
REV000753,JUMIA,USB cable,Electronics,Kano,2,Wahala product fake packaging torn inside damaged,Bad
REV000754,jiji,Face cream,Health,Kaduna,2,This product is nothing like the picture. Requesting a refund immediately,Bad
REV000755,konga ng,Bluetooth speaker,Beauty,Katsina,5,I no regret buying this product at all,Pos
REV000756,KONGA,Electric fan,Fashion,Delta,1,This product na lie the picture and reality different,👎
REV000757,JUMIA,Rice cooker,Baby & Kids,Oyo,4,Superb product highly recommend. I no regret buying this product at all,Positive
REV000758,Konga,Men shirt,Electronics,Oyo,2,<p>Zero stars if possible. This thing na china fake dem charge me original price</p>,bad
REV000759,Jiji,Bag,Fashion,Kaduna,4,Very durable and well made. my family loves it. Will tell my friends about this,pos
REV000760,JIJI,Exercise book,Electronics,Kaduna,2,Very poor quality product. This thing na china fake dem charge me original price,NEGATIVE
REV000761,JIJI,Running shoes,Fashion,Kaduna,4,I swear this product na the best,P
REV000762,KONGA,Women dress,Baby & Kids,Enugu,5,Excellent quality product. no complaints at all. Best decision I made this month,Good
REV000763,konga,Pressing iron,Computers,Enugu,4,Perfect condition arrived on time. This product sabi work I dey use am every day,Good
REV000764,Konga,Smartwatch,Fashion,Delta,2,<p>I regret buying this product. Oga the thing dem send no be wetin I order</p>,Neg
REV000765,KONGA,Memory card,Computers,Anambra,5/5,This product sabi work I dey use am every day,Pos
REV000766,konga,Earphones,Computers,Benue,2/5,I dey vex the delivery delay and product no work,BAD
REV000767,Jiji,Baby clothes,Fashion,Imo,4,I swear this product na the best,P
REV000768,JIJI,Cutlery set,Health,Benue,1,Absolutely terrible purchase. I warned you do not buy,👎
REV000769,konga,Electric kettle,Health,Oyo,5,Oga this thing na correct product,positive
REV000770,Jumia,Women dress,Health,Kwara,5,This product dey sweet walahi,POSITIVE
REV000771,Jumia.com,Jump rope,Fashion,Imo,2,This product na pure rubbish walahi,NEGATIVE
REV000772,Jumia.com,Men shirt,Books & Stationery,Kaduna,4,Best thing I have ordered on this platform. exactly as shown in the picture. I am a loyal customer now    ,GOOD
REV000773,KONGA,Baby clothes,Phones & Tablets,Sokoto,2,Very dissatisfied with this item. delivery took forever. I want my money back,Negative
REV000774,Jiji,LED bulb,Health,Bauchi,5,Absolutely worth every naira. Five stars all the way,Positive
REV000775,jumia nigeria,Jeans,Health,Plateau,4,Five stars no doubt. God bless the seller this thing work well,POSITIVE
REV000776,jumia nigeria,Air fryer,Electronics,Katsina,1,The quality is extremely poor. This product na pure rubbish walahi,Neg
REV000777,konga ng,Women dress,Computers,Oyo,4,This product dey sweet walahi,P
REV000778,jiji nigeria,Bluetooth speaker,Electronics,Abuja,4,Quality is top notch. Highly recommend this seller,good
REV000779,JIJI,Rice cooker,Computers,Plateau,2,Seller ghost me after collection of money na thief,Negative
REV000780,Jumia,Sneakers,Health,Kwara,1,Fake product delivered to me. Seller ghost me after collection of money na thief,N
REV000781,jiji,Phone stand,Beauty,Bauchi,5,Absolutely worth every naira. Thank you so much,P
REV000782,Jumia.com,Power bank,Phones & Tablets,Delta,1,Product stopped working after two days. Na so dem dey cheat people for this country,Bad
REV000783,JUMIA,Baby clothes,Phones & Tablets,Lagos,1,Absolutely terrible purchase. I want my money back,Negative
REV000784,Konga,School bag,Health,Katsina,1,Do not buy this product please. This seller na scammer abeg warn una,👎
REV000785,jiji,Lipstick,Beauty,Enugu,1,This thing na china fake dem charge me original price    ,N
REV000786,jumia nigeria,Jeans,Sports,Niger,3,Very dissatisfied with this item. colour is completely different. Requesting a refund immediately,Neg
REV000787,jiji nigeria,Plate set,Sports,Kwara,3,<p>Delivery took too long and product was damaged. size is wrong and too small. I want my money back</p>,negative
REV000788,Jumia,Children toy,Phones & Tablets,Oyo,2 stars,Product stopped working after two days. colour is completely different. I want my money back,neg
REV000789,Konga.com,Hand sanitizer,Health,Kano,4,Quality is top notch. Abeg if you need am buy am no waste time,positive
REV000790,jiji nigeria,Sunglasses,Computers,Sokoto,1,Very dissatisfied with this item. Wahala product fake packaging torn inside damaged,bad
REV000791,Konga.com,Rice cooker,Beauty,Kano,2,Never buying from this seller again. Abeg avoid this seller e be thief,N
REV000792,konga ng,Perfume,Health,Benue,2,This product na pure rubbish walahi,Neg
REV000793,jiji,Laptop bag,Beauty,Rivers,3,Worst product I have ever ordered. delivery took forever. I have reported this seller,Neg
REV000794,jumia,Exercise book,Computers,Rivers,5,My madam happy when she see am na so I know say correct !!!! *** @#$,Good
REV000795,jiji,Blender,Baby & Kids,Kano,4/5,This one na original no be china fake,positive
REV000796,Jumia.com,Body lotion,Sports,Enugu,5/5,E reach my house quick quick I happy die,POSITIVE
REV000797,konga,Lipstick,Baby & Kids,Niger,2,This is not what I ordered. delivery took forever. Jumia should do better,Neg
REV000798,Jiji,Men shirt,Fashion,Kaduna,1,I am returning this product immediately. I have reported this seller,👎
REV000799,Jumia,Backpack,Computers,Niger,4,This product exceeded my expectations. This one na original no be china fake,Pos
REV000800,Konga,Jump rope,Computers,Niger,5/5,This product sabi work I dey use am every day,Pos
REV000801,jumia,Women dress,Electronics,Delta,2,Never buying from this seller again. Dem send me reject product I no happy at all,BAD
REV000802,konga ng,Earphones,Baby & Kids,Rivers,2,Product stopped working after two days. product came damaged. I have reported this seller,negative
REV000803,JUMIA,Earphones,Home & Kitchen,Oyo,3,<p>Zero stars if possible. I dey vex the delivery delay and product no work</p>,BAD
REV000804,jumia nigeria,Electric kettle,Books & Stationery,Abuja,5,Packaging was neat and delivery was fast. Thank you so much Check https://jumia.com/ref/123,👍
REV000805,jiji nigeria,Gym bag,Beauty,Kwara,4,I love this product so much. works better than expected. Five stars all the way,pos
REV000806,KONGA,Blender,Fashion,Lagos,4,Packaging was neat and delivery was fast. Oga this thing na correct product,1
REV000807,Jiji.ng,Screen protector,Home & Kitchen,Lagos,5,This is the best purchase I have made. would definitely buy again. Very happy customer here,P
REV000808,jiji,Sandals,Phones & Tablets,Kano,1 stars,Very bad experience with this seller. packaging was torn and dirty. Very angry and disappointed,neg
REV000809,jiji nigeria,Frying pan,Home & Kitchen,Oyo,2,I dey vex the delivery delay and product no work,N
REV000810,Jumia,Hair dryer,Sports,Enugu,4,I swear this product na the best,P
REV000811,KONGA,Pressing iron,Home & Kitchen,Oyo,5,Very satisfied with this item. Abeg everyone should buy this thing,👍
REV000812,KONGA,School bag,Sports,Katsina,4,This is exactly what I needed. My madam happy when she see am na so I know say correct,good
REV000813,Jumia,Cutlery set,Baby & Kids,Kwara,4,Perfect condition arrived on time. I no regret buying this product at all,1
REV000814,KONGA,Lipstick,Computers,Rivers,2,Complete waste of my hard earned money. Oga the thing dem send no be wetin I order,negative
REV000815,konga,Women dress,Phones & Tablets,Katsina,3,This product na pure rubbish walahi,N
REV000816,Konga,Face mask,Beauty,Abuja,4,This product fine well well no cap,1
REV000817,konga ng,Yoga mat,Beauty,Imo,2,I regret buying this product. I don waste my money buy fake product,NEGATIVE
REV000818,jumia nigeria,Laptop bag,Health,Plateau,1,Worst product I have ever ordered. Very angry and disappointed,Neg
REV000819,jiji,Sandals,Fashion,Oyo,2,This product na lie the picture and reality different,BAD
REV000820,Konga.com,Face cream,Books & Stationery,Katsina,5,Excellent quality product. Very happy customer here,P
REV000821,jumia,Ankara fabric,Fashion,Benue,5,Best thing I have ordered on this platform. I am a loyal customer now,1
REV000822,jiji,Cooking pot,Computers,Lagos,2,This product na lie the picture and reality different,BAD
REV000823,Jumia,School bag,Sports,Lagos,3,Do not buy this product please. Wasted my money completely,👎
REV000824,konga ng,Backpack,Beauty,Rivers,5,Very durable and well made. exactly as shown in the picture. Thank you so much,good
REV000825,Konga,Phone charger,Home & Kitchen,Delta,1,I regret buying this product. This product na lie the picture and reality different,NEGATIVE
REV000826,Jumia.com,Smartwatch,Fashion,Benue,2,I am returning this product immediately. Abeg avoid this seller e be thief,0
REV000827,jiji,School bag,Beauty,Sokoto,2,<p>I regret buying this product. Dem send me reject product I no happy at all</p>,Negative
REV000828,Konga.com,Memory card,Books & Stationery,Niger,2,This product is nothing like the picture. delivery took forever. Requesting a refund immediately,Bad
REV000829,Konga,Sunglasses,Sports,Enugu,5,I am impressed with the quality. Best decision I made this month,good
REV000830,Jiji.ng,Smartwatch,Home & Kitchen,Bauchi,2,Very dissatisfied with this item. packaging was torn and dirty. Requesting a refund immediately,negative
REV000831,Konga.com,Laptop bag,Fashion,Kwara,2,Delivery took too long and product was damaged. I want my money back,Neg
REV000832,Jiji,Memory card,Electronics,Kano,5,Product is exactly as described. Na real quality product this one be,POSITIVE
REV000833,konga,Men shirt,Health,Benue,1,Product stopped working after two days. not worth the price at all. I want my money back,NEGATIVE
REV000834,KONGA,Vitamins,Phones & Tablets,Bauchi,3,Complete waste of my hard earned money. This product na lie the picture and reality different,N
REV000835,jiji,Hair dryer,Home & Kitchen,Rivers,5,Five stars no doubt. no complaints at all. Five stars all the way,Pos
REV000836,Konga,Rice cooker,Beauty,Enugu,5,Abeg everyone should buy this thing,good
REV000837,JUMIA,Lipstick,Fashion,Sokoto,1,Fake product delivered to me. quality is very poor. This seller is fraudulent,Negative
REV000838,JIJI,Children toy,Computers,Kaduna,2,I go report this matter the product na rubbish,👎
REV000839,Jumia,Phone case,Home & Kitchen,Delta,1,Abeg make Jumia check this seller well well,Negative
REV000840,JIJI,Face mask,Phones & Tablets,Enugu,3,Delivery took too long and product was damaged. smells very bad and cheap. Very angry and disappointed,Neg
REV000841,Jiji.ng,Hair dryer,Home & Kitchen,Delta,1,I am returning this product immediately. This product na lie the picture and reality different,negative
REV000842,jiji nigeria,Backpack,Books & Stationery,Kano,1,Product stopped working after two days. Product spoil after two days use na wa,Neg
REV000843,jiji,Earphones,Books & Stationery,Katsina,1,Terrible quality waste of money. Product spoil after two days use na wa,neg
REV000844,Jiji,Bag,Phones & Tablets,Kwara,5,Seller dey try the product reach on time,Good
REV000845,Jiji.ng,Wristwatch,Books & Stationery,Imo,1,Product stopped working after two days. size is wrong and too small. Wasted my money completely,neg
REV000846,jiji,Sunglasses,Baby & Kids,Abuja,1,I regret buying this product. This product na lie the picture and reality different,neg
REV000847,Jumia.com,Men shirt,Health,Enugu,4,This product fine well well no cap Check https://jumia.com/ref/123,Pos
REV000848,jiji nigeria,Laptop bag,Baby & Kids,Plateau,1,<p>This product is very disappointing. This seller na scammer abeg warn una</p>,👎
REV000849,jiji nigeria,Hand sanitizer,Health,Anambra,1,I go report this matter the product na rubbish,Negative
REV000850,jumia nigeria,Bluetooth speaker,Computers,Lagos,2,I go report this matter the product na rubbish,negative
REV000851,jiji nigeria,Ankara fabric,Sports,Rivers,4,Seller dey try the product reach on time,1
REV000852,JIJI,Smartwatch,Home & Kitchen,Benue,2,Fake product delivered to me. nothing like the pictures shown. Never buying here again,N
REV000853,jiji nigeria,Men shirt,Phones & Tablets,Abuja,4,I love this product so much. E reach my house quick quick I happy die,Pos
REV000854,jiji nigeria,Jump rope,Fashion,Kwara,5,Absolutely worth every naira. E reach my house quick quick I happy die,Pos
REV000855,JIJI,School bag,Electronics,Plateau,1,Very poor quality product. This product na lie the picture and reality different,👎
REV000856,Jiji,Electric kettle,Books & Stationery,Lagos,4,This product dey sweet walahi,1
REV000857,Jumia,Perfume,Home & Kitchen,Oyo,4 stars,Best thing I have ordered on this platform. Five stars all the way,GOOD
REV000858,jumia nigeria,Jump rope,Health,Bauchi,3,This is not what I ordered. Never buying here again,Neg
REV000859,jumia nigeria,Smartwatch,Phones & Tablets,Lagos,4,I love this product so much. price is very fair. Best decision I made this month Check https://jumia.com/ref/123,Pos
REV000860,jiji nigeria,Lipstick,Fashion,Lagos,2 stars,I dey vex the delivery delay and product no work,NEGATIVE
REV000861,konga ng,Sunglasses,Health,Katsina,1,Oga the thing dem send no be wetin I order,N
REV000862,konga,Jeans,Computers,Kaduna,5,Perfect condition arrived on time. my family loves it. Best decision I made this month,Good
REV000863,Jumia.com,Men shirt,Baby & Kids,Bauchi,1,I am returning this product immediately. product is already broken. I warned you do not buy,0
REV000864,Jiji.ng,Blender,Sports,Oyo,2,I dey vex the delivery delay and product no work,Negative
REV000865,jumia,Pressing iron,Beauty,Delta,5,Excellent quality product. customer service was helpful. Thank you so much,👍
REV000866,jiji nigeria,Yoga mat,Fashion,Delta,5,This product dey sweet walahi    ,Positive
REV000867,jumia,Air fryer,Home & Kitchen,Benue,2,This product na pure rubbish walahi,negative
REV000868,Konga.com,Hand sanitizer,Fashion,Rivers,5,This product exceeded my expectations. delivery was very fast. Five stars all the way,POSITIVE
REV000869,Jiji.ng,Rice cooker,Books & Stationery,Oyo,4,Wahala free delivery fast product correct,GOOD
REV000870,JUMIA,Cooking pot,Computers,Niger,4,Very satisfied with this item. Oga this thing na correct product !!!! *** @#$,positive
REV000871,Jumia,Children toy,Computers,Oyo,1,Product spoil after two days use na wa,BAD
REV000872,konga ng,Bluetooth speaker,Baby & Kids,Enugu,4,Wahala free delivery fast product correct,pos
REV000873,Konga.com,Cutlery set,Phones & Tablets,Oyo,4,My madam happy when she see am na so I know say correct,P
REV000874,KONGA,Pressing iron,Electronics,Benue,1,Very dissatisfied with this item. completely fake product. Complete scam avoid this,BAD
REV000875,Konga.com,Electric kettle,Home & Kitchen,Delta,2,Never buying from this seller again. stopped working immediately. Very angry and disappointed,👎
REV000876,Jumia,Face cream,Home & Kitchen,Sokoto,1,The quality is extremely poor. This product na pure rubbish walahi Check https://jumia.com/ref/123,Neg
REV000877,Jiji,Cutlery set,Baby & Kids,Kaduna,5 stars,Very satisfied with this item. Seller dey try the product reach on time,P
REV000878,jiji,Blender,Fashion,Abuja,1,I regret buying this product. Oga the thing dem send no be wetin I order,Bad
REV000879,jiji,LED bulb,Baby & Kids,Bauchi,2,Very bad experience with this seller. Na so dem dey cheat people for this country,neg
REV000880,jumia nigeria,Blender,Books & Stationery,Enugu,4,I am very happy with this purchase. Wahala free delivery fast product correct,1
REV000881,KONGA,Vitamins,Books & Stationery,Lagos,2,Very bad experience with this seller. I go report this matter the product na rubbish,👎
REV000882,Jiji.ng,Jump rope,Home & Kitchen,Imo,3,I am returning this product immediately. Na so dem dey cheat people for this country,Negative
REV000883,Jiji,Electric fan,Baby & Kids,Anambra,4,Best thing I have ordered on this platform. This product fine well well no cap,Pos
REV000884,jiji,Laptop bag,Books & Stationery,Benue,4,Ordered and received in perfect condition. This product sabi work I dey use am every day,P
REV000885,JUMIA,Rice cooker,Health,Enugu,5,Ordered and received in perfect condition. Abeg everyone should buy this thing,Positive
REV000886,jiji nigeria,Phone charger,Health,Anambra,1,This is not what I ordered. Product spoil after two days use na wa,Negative
REV000887,jumia,Yoga mat,Phones & Tablets,Katsina,2,Delivery took too long and product was damaged. I dey vex the delivery delay and product no work,Bad
REV000888,KONGA,Hand sanitizer,Electronics,Kwara,5,Five stars no doubt. E reach my house quick quick I happy die,good
REV000889,KONGA,Air fryer,Beauty,Katsina,4,This product fine well well no cap,👍
REV000890,jumia,Pressing iron,Home & Kitchen,Kaduna,4,This product exceeded my expectations. delivery was very fast. Keep up the good work,👍
REV000891,JIJI,School bag,Health,Anambra,1,Zero stars if possible. I dey vex the delivery delay and product no work,negative
REV000892,Jumia,Pressing iron,Phones & Tablets,Plateau,4,Very durable and well made. Highly recommend this seller    ,P
REV000893,Konga.com,Jeans,Phones & Tablets,Delta,2,<p>This product is nothing like the picture. Complete scam avoid this</p>,Neg
REV000894,Konga.com,Lipstick,Baby & Kids,Sokoto,5,I swear this product na the best,pos
REV000895,Jumia,Lipstick,Fashion,Katsina,2,I regret buying this product. I go report this matter the product na rubbish,Bad
REV000896,Jumia.com,Screen protector,Beauty,Enugu,2,Product stopped working after two days. Oga the thing dem send no be wetin I order,BAD
REV000897,jumia nigeria,Cutlery set,Phones & Tablets,Enugu,4,I am very happy with this purchase. This product sabi work I dey use am every day,Positive
REV000898,jiji nigeria,Electric kettle,Electronics,Anambra,4,Very durable and well made. This product dey sweet walahi,Good
REV000899,Jumia.com,Perfume,Books & Stationery,Kano,5,This is exactly what I needed. very durable and strong. God bless the seller,P
REV000900,Jiji.ng,Phone charger,Phones & Tablets,Plateau,5,I am impressed with the quality. God bless the seller this thing work well,Positive
REV000901,Konga.com,Air fryer,Home & Kitchen,Sokoto,4,Five stars no doubt. quality is outstanding. Best decision I made this month,Good
REV000902,jumia nigeria,Cutlery set,Phones & Tablets,Benue,4,Great value for money. highly recommend to everyone. I will definitely order again,1
REV000903,konga ng,Gym bag,Beauty,Kaduna,5,Great value for money. My madam happy when she see am na so I know say correct,Good
REV000904,jiji,Power bank,Books & Stationery,Bauchi,5,Ordered and received in perfect condition. Abeg everyone should buy this thing,positive
REV000905,Konga.com,Running shoes,Phones & Tablets,Katsina,1,This is not what I ordered. customer service was unhelpful. Wasted my money completely,NEGATIVE
REV000906,konga ng,Ankara fabric,Fashion,Kano,4,This product is absolutely amazing. customer service was helpful. Five stars all the way,positive
REV000907,jumia nigeria,Hair dryer,Home & Kitchen,Niger,2,Zero stars if possible. Seller ghost me after collection of money na thief,N
REV000908,Jiji,Screen protector,Books & Stationery,Anambra,5,I swear this product na the best,good
REV000909,jumia nigeria,Lipstick,Health,Plateau,5,This is the best purchase I have made. Abeg everyone should buy this thing,pos
REV000910,JIJI,Smartwatch,Phones & Tablets,Delta,5,Great value for money. works better than expected. I will definitely order again,good
REV000911,konga,Jeans,Health,Sokoto,2,Dem send me reject product I no happy at all,NEGATIVE
REV000912,Jiji,Screen protector,Fashion,Rivers,2,This is not what I ordered. colour is completely different. Jumia should do better,Bad
REV000913,konga ng,Perfume,Sports,Katsina,1,Complete waste of my hard earned money. very flimsy and cheap material. I have reported this seller,bad
REV000914,jumia nigeria,Electric kettle,Phones & Tablets,Enugu,3,Do not buy this product please. I want my money back,NEGATIVE
REV000915,JUMIA,Ankara fabric,Computers,Niger,4,Packaging was neat and delivery was fast. This product sabi work I dey use am every day,Pos
REV000916,Jumia.com,Phone stand,Sports,Abuja,1,I don waste my money buy fake product,neg
REV000917,konga,Men shirt,Beauty,Oyo,5,I am very happy with this purchase. Very happy customer here,Positive
REV000918,JIJI,Women dress,Health,Katsina,2,Complete waste of my hard earned money. Na so dem dey cheat people for this country,Bad
REV000919,Jiji.ng,Plate set,Phones & Tablets,Delta,,Perfect condition arrived on time. This one na original no be china fake,GOOD
REV000920,Jiji.ng,Sandals,Beauty,Enugu,1,I go report this matter the product na rubbish,BAD
REV000921,Konga.com,Smartwatch,Sports,Niger,5,Best thing I have ordered on this platform. God bless the seller this thing work well,good
REV000922,KONGA,Sunglasses,Phones & Tablets,Enugu,5,E reach my house quick quick I happy die,good
REV000923,Konga,Jump rope,Phones & Tablets,Enugu,4,Na real quality product this one be,POSITIVE
REV000924,JUMIA,Electric kettle,Computers,Plateau,3,Complete waste of my hard earned money. product is already broken. Very angry and disappointed,bad
REV000925,JUMIA,USB cable,Sports,Kano,2,Do not buy this product please. I dey vex the delivery delay and product no work,0
REV000926,Jiji.ng,Phone case,Electronics,Bauchi,5,Na real quality product this one be,P
REV000927,jiji,Running shoes,Baby & Kids,Rivers,,I am impressed with the quality. Five stars all the way,Pos
REV000928,konga,Thermometer,Phones & Tablets,Kaduna,4,This one na original no be china fake,GOOD
REV000929,KONGA,Yoga mat,Electronics,Abuja,1 stars,I go report this matter the product na rubbish,Bad
REV000930,KONGA,Frying pan,Home & Kitchen,Plateau,5,Best thing I have ordered on this platform. This one na original no be china fake,Good
REV000931,Konga,Body lotion,Fashion,Kano,2,Fake product delivered to me. This product na lie the picture and reality different,BAD
REV000932,jumia nigeria,Screen protector,Sports,Kano,1,Zero stars if possible. Oga the thing dem send no be wetin I order,👎
REV000933,Jumia,Plate set,Beauty,Rivers,3,Worst product I have ever ordered. quality is very poor. Requesting a refund immediately,bad
REV000934,Konga,Earphones,Electronics,Abuja,5,I love this product so much. Thank you so much,Positive
REV000935,jumia,Power bank,Computers,Kaduna,2,Worst product I have ever ordered. Abeg avoid this seller e be thief,bad
REV000936,jumia nigeria,Blender,Baby & Kids,Benue,2,This product na pure rubbish walahi,Neg
REV000937,Jumia,Plate set,Fashion,Anambra,3,Product stopped working after two days. Abeg make Jumia check this seller well well !!!! *** @#$,neg
REV000938,konga,School bag,Electronics,Bauchi,5,Superb product highly recommend. Will tell my friends about this,P
REV000939,konga ng,Wristwatch,Baby & Kids,Anambra,2,This product is nothing like the picture. I dey vex the delivery delay and product no work,NEGATIVE
REV000940,Jiji,Hair dryer,Electronics,Niger,5,Packaging was neat and delivery was fast. delivery was very fast. God bless the seller,positive
REV000941,JUMIA,Frying pan,Phones & Tablets,Oyo,4,This product exceeded my expectations. Best decision I made this month,GOOD
REV000942,jiji,Sunglasses,Phones & Tablets,Lagos,5,I am very happy with this purchase. Best decision I made this month,Positive
REV000943,jumia nigeria,Cooking pot,Fashion,Enugu,4,Absolutely worth every naira. I am a loyal customer now,GOOD
REV000944,JUMIA,Power bank,Electronics,Imo,5,This is exactly what I needed. works better than expected. Highly recommend this seller,👍
REV000945,konga,Phone case,Electronics,Sokoto,4,Quality is top notch. This product fine well well no cap,P
REV000946,Jumia,Jump rope,Electronics,Kano,4,Seller dey try the product reach on time,Pos
REV000947,Konga.com,Power bank,Fashion,Anambra,4 stars,God bless the seller this thing work well,positive
REV000948,JUMIA,USB cable,Electronics,Kwara,2,Never buying from this seller again. customer service was unhelpful. I have reported this seller,Bad
REV000949,jiji nigeria,Smartwatch,Phones & Tablets,Rivers,2,Na so dem dey cheat people for this country,👎
REV000950,Konga,Baby clothes,Electronics,Kwara,5,<p>This is exactly what I needed. Abeg everyone should buy this thing</p>,GOOD
REV000951,Konga,Hair dryer,Electronics,Plateau,3,The quality is extremely poor. delivery took forever. This seller is fraudulent,NEGATIVE
REV000952,JIJI,USB cable,Computers,Bauchi,4,I am very happy with this purchase. product works perfectly. Five stars all the way,Pos
REV000953,JUMIA,Men shirt,Phones & Tablets,Enugu,4/5,Quality is top notch. Seller dey try the product reach on time,good
REV000954,konga ng,Body lotion,Home & Kitchen,Katsina,3,I go report this matter the product na rubbish,👎
REV000955,Jiji.ng,Electric kettle,Home & Kitchen,Rivers,4,This is the best purchase I have made. customer service was helpful. God bless the seller,👍
REV000956,jiji,Cutlery set,Fashion,Lagos,2 stars,This is not what I ordered. customer service was unhelpful. Requesting a refund immediately,0
REV000957,Jumia,Blender,Beauty,Rivers,5,This product is absolutely amazing. Highly recommend this seller,Pos
REV000958,JIJI,Cutlery set,Fashion,Plateau,2,I am returning this product immediately. Na so dem dey cheat people for this country,neg
REV000959,Jumia.com,Bluetooth speaker,Books & Stationery,Delta,5/5,Great value for money. works better than expected. I will definitely order again,POSITIVE
REV000960,KONGA,Hair dryer,Electronics,Delta,5,Excellent quality product. This product dey sweet walahi,P
REV000961,jumia,Men shirt,Fashion,Kano,5,This is the best purchase I have made. price is very fair. Highly recommend this seller,P
REV000962,jumia,Children toy,Electronics,Enugu,4,Quality is top notch. Very happy customer here,Positive
REV000963,Jumia.com,Hand sanitizer,Phones & Tablets,Abuja,5,Na real quality product this one be,1
REV000964,Jiji,Face mask,Electronics,Imo,1,This thing na china fake dem charge me original price Check https://jumia.com/ref/123,Bad
REV000965,jiji nigeria,Power bank,Home & Kitchen,Kwara,1,<p>Product stopped working after two days. Complete scam avoid this</p>,Bad
REV000966,konga,Gym bag,Health,Oyo,2,<p>Product stopped working after two days. Product spoil after two days use na wa</p>,BAD
REV000967,Jumia.com,Women dress,Sports,Imo,2,This seller na scammer abeg warn una,Negative
REV000968,jiji nigeria,Ankara fabric,Books & Stationery,Bauchi,2,Worst product I have ever ordered. Oga the thing dem send no be wetin I order,bad
REV000969,Jiji,Wristwatch,Fashion,Kano,2,Delivery took too long and product was damaged. Jumia should do better,Neg
REV000970,Jumia.com,Exercise book,Health,Bauchi,2 stars,Na so dem dey cheat people for this country,0
REV000971,KONGA,Phone stand,Computers,Abuja,1/5,Abeg avoid this seller e be thief,NEGATIVE
REV000972,Jiji,Electric fan,Baby & Kids,Kaduna,2/5,Absolutely terrible purchase. This product na pure rubbish walahi,Bad
REV000973,Konga,LED bulb,Phones & Tablets,Bauchi,4,My madam happy when she see am na so I know say correct,good
REV000974,konga ng,Backpack,Sports,Kaduna,5,Great value for money. Thank you so much,1
REV000975,Konga.com,Phone stand,Electronics,Enugu,2,Absolutely terrible purchase. product came damaged. This seller is fraudulent Check https://jumia.com/ref/123,Bad
REV000976,Jumia.com,Sandals,Baby & Kids,Kwara,5,Perfect condition arrived on time. This product sabi work I dey use am every day,1
REV000977,Jiji,USB cable,Fashion,Bauchi,4,I swear this product na the best,POSITIVE
REV000978,konga ng,Plate set,Computers,Rivers,1,Dem send me reject product I no happy at all,👎
REV000979,jumia,Perfume,Home & Kitchen,Anambra,5,Great value for money. Very happy customer here,P
REV000980,jumia,Rice cooker,Beauty,Lagos,5,Very satisfied with this item. works better than expected. Five stars all the way,GOOD
REV000981,jumia nigeria,Cutlery set,Electronics,Delta,2 stars,This seller na scammer abeg warn una Check https://jumia.com/ref/123,Negative
REV000982,jumia nigeria,Backpack,Fashion,Kwara,4,Absolutely worth every naira. This one na original no be china fake,1
REV000983,jiji nigeria,Earphones,Sports,Niger,3,The quality is extremely poor. smells very bad and cheap. I have reported this seller,Neg
REV000984,Jumia,Phone charger,Home & Kitchen,Kano,3,Abeg avoid this seller e be thief,N
REV000985,Jiji.ng,Baby clothes,Electronics,Plateau,1,Wahala product fake packaging torn inside damaged,Negative
REV000986,jumia nigeria,Backpack,Electronics,Abuja,4,Abeg if you need am buy am no waste time,Pos
REV000987,Jiji.ng,Gym bag,Sports,Kwara,1,Fake product delivered to me. This product na lie the picture and reality different,Bad
REV000988,konga,Bag,Baby & Kids,Lagos,5,I am impressed with the quality. Thank you so much,positive
REV000989,jumia,Frying pan,Beauty,Imo,4,Best thing I have ordered on this platform. Keep up the good work,Positive
REV000990,jiji nigeria,Face cream,Electronics,Lagos,1,Zero stars if possible. Dem send me reject product I no happy at all,Negative
REV000991,jumia,Baby clothes,Baby & Kids,Delta,2,This is not what I ordered. I want my money back,neg
